scenario,profile,loss_pct,domain,status,measurement_status,profile,baseline_rtt_ms,baseline_ttfb_ms,pass_ttfb_ms,hybrid_ttfb_ms,fail_ttfb_ms,selected_ttfb_ms,pqc_ttfb_ms,extra_flights,degradation_pct,packet_loss_pct,hybrid_loss_threshold_pct,cbom_migration_risk,cbom_migration_reason,error
model-hybrid,hybrid,1.2,magicbricks.com,pass,pass,hybrid,2.26,28.78,27.31,50.78,90.31,50.78,50.78,2,76.41,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,linkedin.com,pass,pass,hybrid,3.37,31.12,29.53,55.5,95.86,55.5,55.5,2,78.32,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,indeed.co.in,pass,pass,hybrid,2.36,29.0,27.51,51.21,90.81,51.21,51.21,2,76.61,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,glassdoor.co.in,pass,pass,hybrid,2.2,28.66,27.19,50.53,90.01,50.53,50.53,2,76.32,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,apna.co,pass,pass,hybrid,9.55,44.15,41.89,81.77,126.76,81.77,81.77,2,85.2,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,internshala.com,pass,pass,hybrid,1.56,27.31,25.91,47.81,86.81,47.81,47.81,2,75.07,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,timesjobs.com,fail,pass,hybrid,216.49,517.8,491.27,1031.33,1305.3,1031.33,1031.33,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,shine.com,pass,pass,hybrid,2.04,28.32,26.87,49.85,89.21,49.85,49.85,2,76.02,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,foundit.in,fail,pass,hybrid,217.72,520.7,494.02,1037.13,1312.63,1037.13,1037.13,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,naukri.com,pass,pass,hybrid,19.38,64.87,61.55,123.54,175.91,123.54,123.54,2,90.43,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,wb.gov.in,fail,pass,hybrid,254.72,607.94,576.79,1211.69,1533.15,1211.69,1211.69,2,99.31,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,mp.gov.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,rajasthan.gov.in,fail,pass,hybrid,269.4,642.55,609.63,1280.94,1620.65,1280.94,1280.94,2,99.35,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,gujaratindia.com,pass,pass,hybrid,1.65,27.5,26.09,48.19,87.26,48.19,48.19,2,75.24,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,kerala.gov.in,fail,pass,hybrid,239.03,570.94,541.69,1137.66,1439.64,1137.66,1137.66,2,99.26,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,karnataka.gov.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,tn.gov.in,fail,pass,hybrid,256.46,612.04,580.68,1219.89,1543.53,1219.89,1219.89,2,99.32,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,maharashtra.gov.in,fail,pass,hybrid,230.06,549.8,521.63,1095.35,1386.18,1095.35,1095.35,2,99.23,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,up.gov.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,delhi.gov.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,iisc.ac.in,fail,pass,hybrid,221.11,528.7,501.61,1053.12,1332.84,1053.12,1053.12,2,99.19,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,iitsystem.ac.in,fail,pass,hybrid,253.6,605.29,574.28,1206.4,1526.48,1206.4,1206.4,2,99.31,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,aicte-india.org,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,ugc.ac.in,fail,pass,hybrid,219.32,524.47,497.6,1044.68,1322.17,1044.68,1044.68,2,99.19,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,swayam.gov.in,pass,pass,hybrid,2.06,28.36,26.91,49.93,89.31,49.93,49.93,2,76.04,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,nptel.ac.in,fail,pass,hybrid,67.66,166.9,158.35,329.2,418.26,329.2,329.2,2,97.24,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,ignou.ac.in,fail,pass,hybrid,477.58,1133.38,1075.31,2263.07,2861.42,2263.07,2263.07,2,99.67,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,cbse.gov.in,fail,pass,hybrid,228.45,546.0,518.03,1087.75,1376.58,1087.75,1087.75,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,nta.ac.in,fail,pass,hybrid,214.56,513.25,486.95,1022.22,1293.8,1022.22,1022.22,2,99.17,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,digilocker.gov.in,fail,pass,hybrid,227.51,543.78,515.92,1083.32,1370.98,1083.32,1083.32,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,cowin.gov.in,fail,pass,hybrid,226.87,542.27,514.49,1080.3,1367.17,1080.3,1080.3,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,parivahan.gov.in,fail,pass,hybrid,237.78,568.0,538.9,1131.77,1432.19,1131.77,1131.77,2,99.26,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,passportindia.gov.in,fail,pass,hybrid,214.26,512.54,486.28,1020.81,1292.01,1020.81,1020.81,2,99.17,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,eprovidentfund.gov.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-hybrid,hybrid,1.2,mca.gov.in,fail,pass,hybrid,252.89,603.63,572.7,1203.05,1522.25,1203.05,1203.05,2,99.3,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,gst.gov.in,fail,pass,hybrid,265.06,632.32,599.92,1260.47,1594.78,1260.47,1260.47,2,99.34,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,incometax.gov.in,fail,pass,hybrid,259.15,618.38,586.7,1232.58,1559.56,1232.58,1232.58,2,99.32,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,uidai.gov.in,fail,pass,hybrid,253.24,604.45,573.48,1204.7,1524.33,1204.7,1204.7,2,99.31,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,india.gov.in,fail,pass,hybrid,260.27,621.02,589.2,1237.87,1566.23,1237.87,1237.87,2,99.33,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,adityabirlacapital.com,fail,pass,hybrid,258.46,616.76,585.16,1229.33,1555.45,1229.33,1229.33,2,99.32,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,shriramfinance.in,fail,pass,hybrid,207.89,497.52,472.03,990.76,1254.04,990.76,990.76,2,99.14,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,cholamandalam.com,fail,pass,hybrid,227.15,542.94,515.12,1081.62,1368.84,1081.62,1081.62,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,manappuram.com,pass,pass,hybrid,2.56,29.42,27.91,52.06,91.81,52.06,52.06,2,76.97,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,muthootfinance.com,fail,pass,hybrid,156.96,377.45,358.11,750.49,950.5,750.49,750.49,2,98.83,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,bajajfinserv.in,pass,pass,hybrid,2.13,28.51,27.05,50.23,89.66,50.23,50.23,2,76.18,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,maxlifeinsurance.com,fail,pass,hybrid,276.04,658.2,624.48,1312.27,1660.22,1312.27,1312.27,2,99.37,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,iciciprulife.com,fail,pass,hybrid,227.97,544.87,516.95,1085.49,1373.72,1085.49,1085.49,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,hdfclife.com,pass,pass,hybrid,12.17,49.68,47.13,92.9,139.86,92.9,92.9,2,87.02,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,sbilife.co.in,pass,pass,hybrid,9.11,43.22,41.01,79.9,124.56,79.9,79.9,2,84.85,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,licindia.in,pass,pass,hybrid,20.76,67.78,64.31,129.41,182.81,129.41,129.41,2,90.92,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,digit.in,pass,pass,hybrid,1.43,27.04,25.65,47.26,86.16,47.26,47.26,2,74.81,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,acko.com,pass,pass,hybrid,2.52,29.33,27.83,51.89,91.61,51.89,51.89,2,76.9,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,coverfox.com,pass,pass,hybrid,0.74,25.58,24.27,44.32,82.71,44.32,44.32,2,73.26,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,paisabazaar.com,pass,pass,hybrid,13.69,52.88,50.17,99.36,147.46,99.36,99.36,2,87.9,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bankbazaar.com,pass,pass,hybrid,11.78,48.85,46.35,91.24,137.91,91.24,91.24,2,86.76,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,policybazaar.com,pass,pass,hybrid,1.14,26.42,25.07,46.02,84.71,46.02,46.02,2,74.16,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,kotaksec.com,fail,pass,hybrid,240.99,575.57,546.08,1146.91,1451.32,1146.91,1146.91,2,99.27,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,motilaloswal.com,pass,pass,hybrid,2.37,29.02,27.53,51.25,90.86,51.25,51.25,2,76.62,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,sharekhan.com,fail,pass,hybrid,254.38,607.14,576.03,1210.08,1531.13,1210.08,1210.08,2,99.31,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,hdfcsec.com,pass,pass,hybrid,3.13,30.62,29.05,54.48,94.66,54.48,54.48,2,77.93,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,icicidirect.com,fail,pass,hybrid,228.49,546.09,518.11,1087.94,1376.82,1087.94,1087.94,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,5paisa.com,pass,pass,hybrid,11.55,48.37,45.89,90.27,136.76,90.27,90.27,2,86.63,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,angelone.in,pass,pass,hybrid,2.03,28.3,26.85,49.81,89.16,49.81,49.81,2,76.01,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,groww.in,pass,pass,hybrid,2.13,28.51,27.05,50.23,89.66,50.23,50.23,2,76.18,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,upstox.com,pass,pass,hybrid,1.67,27.54,26.13,48.28,87.36,48.28,48.28,2,75.3,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,zerodha.com,pass,pass,hybrid,2.02,28.28,26.83,49.76,89.11,49.76,49.76,2,75.96,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,punjabandsindbank.co.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-hybrid,hybrid,1.2,indianoverseasbank.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,mahabank.co.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,[Errno -2] Name or service not known
model-hybrid,hybrid,1.2,uco.in,fail,pass,hybrid,159.52,383.48,363.83,762.56,965.75,762.56,762.56,2,98.85,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,centralbankofindia.co.in,fail,pass,hybrid,262.85,627.11,594.98,1250.04,1581.61,1250.04,1250.04,2,99.33,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,bankofindia.co.in,pass,pass,hybrid,9.61,44.28,42.01,82.02,127.06,82.02,82.02,2,85.24,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,southindianbank.com,pass,pass,hybrid,2.42,29.12,27.63,51.46,91.11,51.46,51.46,2,76.7,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bandhanbank.com,fail,pass,hybrid,226.27,540.86,513.15,1077.47,1363.59,1077.47,1077.47,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,rblbank.com,pass,pass,hybrid,2.22,28.7,27.23,50.61,90.11,50.61,50.61,2,76.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,federalbank.co.in,pass,pass,hybrid,9.95,45.0,42.69,83.47,128.76,83.47,83.47,2,85.51,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,idfcfirstbank.com,pass,pass,hybrid,10.36,45.86,43.51,85.21,130.81,85.21,85.21,2,85.81,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,indusind.com,fail,pass,hybrid,215.12,514.57,488.21,1024.87,1297.14,1024.87,1024.87,2,99.17,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,yesbank.in,pass,pass,hybrid,9.65,44.36,42.09,82.19,127.26,82.19,82.19,2,85.27,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,indianbank.in,fail,pass,hybrid,218.16,521.74,495.01,1039.21,1315.25,1039.21,1039.21,2,99.18,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,canarabank.com,pass,pass,hybrid,0.57,25.22,23.93,43.6,81.86,43.6,43.6,2,72.86,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,unionbankofindia.co.in,fail,pass,hybrid,227.01,542.6,514.8,1080.96,1368.0,1080.96,1080.96,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,bankofbaroda.in,fail,pass,hybrid,235.79,563.3,534.44,1122.38,1420.33,1122.38,1122.38,2,99.25,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,pnbindia.in,fail,pass,hybrid,274.0,653.4,619.92,1302.64,1648.07,1302.64,1302.64,2,99.36,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,kotak.com,fail,pass,hybrid,249.58,595.82,565.29,1187.44,1502.52,1187.44,1187.44,2,99.3,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,axisbank.com,pass,pass,hybrid,8.98,42.95,40.75,79.34,123.91,79.34,79.34,2,84.72,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,icicibank.com,fail,pass,hybrid,219.9,525.84,498.9,1047.42,1325.62,1047.42,1047.42,2,99.19,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,hdfcbank.com,pass,pass,hybrid,1.69,27.58,26.17,48.36,87.46,48.36,48.36,2,75.32,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,sbi.co.in,fail,pass,hybrid,257.3,614.02,582.56,1223.86,1548.53,1223.86,1223.86,2,99.32,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,nseindia.com,pass,pass,hybrid,2.2,28.66,27.19,50.53,90.01,50.53,50.53,2,76.32,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bseindia.com,pass,pass,hybrid,2.22,28.7,27.23,50.61,90.11,50.61,50.61,2,76.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,economictimes.indiatimes.com,pass,pass,hybrid,1.79,27.79,26.37,48.79,87.96,48.79,48.79,2,75.54,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,livemint.com,pass,pass,hybrid,1.7,27.6,26.19,48.4,87.51,48.4,48.4,2,75.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,moneycontrol.com,pass,pass,hybrid,2.12,28.49,27.03,50.19,89.61,50.19,50.19,2,76.17,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,epaper.timesgroup.com,pass,pass,hybrid,1.77,27.75,26.33,48.7,87.86,48.7,48.7,2,75.48,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hungama.com,fail,pass,hybrid,211.77,506.67,480.71,1009.06,1277.17,1009.06,1009.06,2,99.16,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,wynk.in,pass,pass,hybrid,9.05,43.1,40.89,79.64,124.26,79.64,79.64,2,84.79,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,jiosaavn.com,fail,pass,hybrid,238.26,569.13,539.97,1134.03,1435.05,1134.03,1134.03,2,99.26,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,gaana.com,pass,pass,hybrid,2.11,28.47,27.01,50.15,89.56,50.15,50.15,2,76.16,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,mxplayer.in,pass,pass,hybrid,1.43,27.04,25.65,47.26,86.16,47.26,47.26,2,74.81,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,altbalaji.com,pass,pass,hybrid,1.72,27.65,26.23,48.49,87.61,48.49,48.49,2,75.39,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,voot.com,pass,pass,hybrid,11.05,47.31,44.89,88.14,134.26,88.14,88.14,2,86.29,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bsnl.co.in,fail,hybrid,hybrid,180.0,431.77,409.65,859.18,1087.82,859.18,859.18,2,98.99,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,profiling timed out
model-hybrid,hybrid,1.2,vi.com,pass,pass,hybrid,2.07,28.38,26.93,49.98,89.36,49.98,49.98,2,76.08,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,airtel.in,fail,pass,hybrid,240.39,574.15,544.73,1144.08,1447.75,1144.08,1144.08,2,99.27,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,jio.com,fail,pass,hybrid,231.68,553.61,525.25,1102.99,1395.83,1102.99,1102.99,2,99.23,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,sonyliv.com,fail,pass,hybrid,169.4,406.77,385.93,809.17,1024.64,809.17,809.17,2,98.93,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,zee5.com,pass,pass,hybrid,2.22,28.7,27.23,50.61,90.11,50.61,50.61,2,76.34,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,hotstar.com,pass,pass,hybrid,0.7,25.5,24.19,44.15,82.51,44.15,44.15,2,73.16,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,anandabazar.com,pass,pass,hybrid,2.57,29.44,27.93,52.1,91.86,52.1,52.1,2,76.98,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,lokmat.com,pass,pass,hybrid,1.18,26.51,25.15,46.19,84.91,46.19,46.19,2,74.25,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,dinamalar.com,fail,pass,hybrid,201.3,481.98,457.29,959.67,1214.77,959.67,959.67,2,99.11,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,dailythanthi.com,pass,pass,hybrid,11.04,47.29,44.87,88.1,134.21,88.1,88.1,2,86.29,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,sakshi.com,pass,pass,hybrid,1.18,26.51,25.15,46.19,84.91,46.19,46.19,2,74.25,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,eenadu.net,fail,pass,hybrid,226.13,540.53,512.84,1076.81,1362.76,1076.81,1076.81,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,manoramaonline.com,pass,pass,hybrid,19.64,65.42,62.07,124.65,177.21,124.65,124.65,2,90.53,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,mathrubhumi.com,fail,pass,hybrid,226.4,541.17,513.44,1078.08,1364.36,1078.08,1078.08,2,99.21,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
model-hybrid,hybrid,1.2,malayalam.samayam.com,pass,pass,hybrid,1.62,27.44,26.03,48.06,87.11,48.06,48.06,2,75.17,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,patrika.com,pass,pass,hybrid,1.84,27.9,26.47,49.0,88.21,49.0,49.0,2,75.63,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,livehindustan.com,pass,pass,hybrid,1.91,28.05,26.61,49.3,88.56,49.3,49.3,2,75.78,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,navbharattimes.indiatimes.com,pass,pass,hybrid,2.47,29.23,27.73,51.68,91.36,51.68,51.68,2,76.82,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,amarujala.com,pass,pass,hybrid,1.62,27.44,26.03,48.06,87.11,48.06,48.06,2,75.17,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,jagran.com,pass,pass,hybrid,9.08,43.16,40.95,79.77,124.41,79.77,79.77,2,84.82,1.2,,Normal,Baseline RTT/loss profile remains within migration guardrails.,
model-hybrid,hybrid,1.2,bhaskar.com,fail,pass,hybrid,227.55,543.87,516.01,1083.51,1371.22,1083.51,1083.51,2,99.22,1.2,0.1,High Risk for Hybrid Migration,Baseline RTT > 60ms with packet loss > 1%.,
